# LCSH data (09-09-2009)		
# Identifier	NameType	NameString
mor	sn	Moro language (Sudan)
mqn	sn	Moronene
mqn	sn	Moronene language
mrl	sn	Mortlockese
mrl	sn	Mortlockese language
mgd	sn	Moru
mgd	sn	Moru language
cas	sn	Moseten
cas	sn	Moseten language
nmh	sn	Moshang
nmh	sn	Moshang language
mtt	sn	Mota
mtt	sn	Mota language
mot	sn	Motilon
mot	sn	Motilon language
mlv	sn	Motlav
mlv	sn	Motlav language
meu	sn	Motu
meu	sn	Motu language
mqt	sn	Mouk
mqt	sn	Mouk language
ape	sn	Mountain Arapesh
ape	sn	Mountain Arapesh language
kpx	sn	Mountain Koiari
kpx	sn	Mountain Koiari language
mzp	sn	Movima
mzp	sn	Movima language
mcx	sn	Mpiemo
mcx	sn	Mpiemo language
mye	sn	Mpongwe
mye	sn	Mpongwe language
akc	sn	Mpur (Indonesia)
akc	sn	Mpur language (Indonesia)
mug	sn	Mpus
mug	sn	Mpus dialect
swh	sn	Mtang'ata
swh	sn	Mtang'ata dialect
mtd	sn	Mualang
mtd	sn	Mualang language
moa	sn	Muana
moa	sn	Muana language
mwd	sn	Mudburra
mwd	sn	Mudburra language
wiv	sn	Muduapa
wiv	sn	Muduapa language
muv	sn	Muduva
muv	sn	Muduva dialect
mlp	sn	Mugil
mlp	sn	Mugil language
bmr	sn	Muinane
bmr	sn	Muinane language
mwc	sn	Mukawa
mwc	sn	Mukawa language
min	sn	Mukomuko
min	sn	Mukomuko language
ckb	sn	Mukri
ckb	sn	Mukri dialect
mlm	sn	Mulao
mlm	sn	Mulao language
est	sn	Mulgi
est	sn	Mulgi dialect
mzm	sn	Mumuye
mzm	sn	Mumuye language
mwq	sn	Mu?n Chin
mwq	sn	Mu?n Chin language
mnb	sn	Muna
mnb	sn	Muna language
mun	sn	Munda languages
mua	sn	Mundang
mua	sn	Mundang language
mnf	sn	Mundani
mnf	sn	Mundani language
unr	sn	Mundari
unr	sn	Mundari language
muh	sn	Mundu
muh	sn	Mundu (Sudan and Congo)
muh	sn	Mundu language (Sudan and Congo)
myu	sn	Munduruku
myu	sn	Munduruku language
mhk	sn	Mungaka
mhk	sn	Mungaka language
myr	sn	Munichi
myr	sn	Munichi language
mnj	sn	Munji
mnj	sn	Munji language
irn	sn	Mu?nku?
irn	sn	Mu?nku? dialect
umu	sn	Munsee
umu	sn	Munsee language
mtq	sn	Muong
mtq	sn	Muong language
sur	sn	Mupun
sur	sn	Mupun dialect
myp	sn	Mura
myp	sn	Mura language
mur	sn	Murle
mur	sn	Murle language
mwf	sn	Murrinhpatha
mwf	sn	Murrinhpatha language
huu	sn	Murui
huu	sn	Murui language
zmu	sn	Muruwari
zmu	sn	Muruwari language
mse	sn	Musey
mse	sn	Musey language
mug	sn	Musgu
mug	sn	Musgu language
mui	sn	Musi
mui	sn	Musi dialect
msu	sn	Musom
msu	sn	Musom language
umb	sn	Mussele
umb	sn	Mussele dialect
css	sn	Mutsun
css	sn	Mutsun dialect
myw	sn	Muyuw
myw	sn	Muyuw language
sur	sn	Mwaghavul
sur	sn	Mwaghavul language
wbh	sn	Mwamba
wbh	sn	Mwamba language
sie	sn	Mwenyi
sie	sn	Mwenyi language
mjh	sn	Mwera
mwe	sn	Mwera
mjh	sn	Mwera language
mwe	sn	Mwera language
swh	sn	Mwini
swh	sn	Mwini dialect
yms	sn	Mysian
yms	sn	Mysian language
mzb	sn	Mzab
mzb	sn	Mzab language
naf	sn	Nabak
naf	sn	Nabak language
xnd	sn	Na-Dene languages
nfr	sn	Nafaanra
nfr	sn	Nafaanra language
nca	sn	Nahu
nca	sn	Nahu language
nah	sn	Nahuatl
nah	sn	Nahuatl language
nak	sn	Nakanai
nak	sn	Nakanai language
nck	sn	Nakara
nck	sn	Nakara language
nss	sn	Nali
nss	sn	Nali language
nal	sn	Nalik
nal	sn	Nalik language
naq	sn	Nama
naq	sn	Nama language
nmk	sn	Namakura
nmk	sn	Namakura language
lzl	sn	Naman
lzl	sn	Naman (Vanuatu)
lzl	sn	Naman language (Vanuatu)
nmq	sn	Nambya
nmq	sn	Nambya language
nnm	sn	Namia
nnm	sn	Namia language
gld	sn	Nanai
gld	sn	Nanai language
nnc	sn	Nancere
nnc	sn	Nancere language
ncb	sn	Nancowry
ncb	sn	Nancowry language
nnb	sn	Nande
nnb	sn	Nande language
kln	sn	Nandi
kln	sn	Nandi language
nnk	sn	Nankina
nnk	sn	Nankina language
cox	sn	Nanti
cox	sn	Nanti language
nnt	sn	Nanticoke
nnt	sn	Nanticoke language
npy	sn	Napu
npy	sn	Napu language
nrb	sn	Nara
nrb	sn	Nara language
nac	sn	Narak
nac	sn	Narak language
nnr	sn	Narangga
nnr	sn	Narangga language
mof	sn	Narragansett
mof	sn	Narragansett language
nay	sn	Narrinyeri
nay	sn	Narrinyeri language
nas	sn	Nasioi
nas	sn	Nasioi language
nsk	sn	Naskapi
nsk	sn	Naskapi language
ntz	sn	Natanzi
ntz	sn	Natanzi language
ncz	sn	Natchez
ncz	sn	Natchez language
ntm	sn	Nateni
ntm	sn	Nateni language
ess	sn	Naukan Yupik
ess	sn	Naukan Yupik language
nau	sn	Nauru
nau	sn	Nauru language
nav	sn	Navajo
nav	sn	Navajo language
nmz	sn	Nawdm
nmz	sn	Nawdm language
nbf	sn	Naxi
nbf	sn	Naxi language
ncu	sn	Nchumburu
ncu	sn	Nchumburu language
ndh	sn	Ndali
ndh	sn	Ndali language
ndc	sn	Ndau
ndc	sn	Ndau language
nbl	sn	Ndebele (South Africa)
nde	sn	Ndebele (Zimbabwe)
nbl	sn	Ndebele language (South Africa)
nde	sn	Ndebele language (Zimbabwe)
djj	sn	Ndjebbana
djj	sn	Ndjebbana language
ndo	sn	Ndonga
ndo	sn	Ndonga language
nmd	sn	Ndumu
nmd	sn	Ndumu language
ndt	sn	Ndunga
ndt	sn	Ndunga language
neg	sn	Negidal
neg	sn	Negidal language
nsn	sn	Nehan
nsn	sn	Nehan language
ijs	sn	Nembe
ijs	sn	Nembe language
nem	sn	Nemi
nem	sn	Nemi language
yrk	sn	Nenets
yrk	sn	Nenets language
nen	sn	Nengone
nen	sn	Nengone language
tld	sn	Nenusa-Miangas
tld	sn	Nenusa-Miangas dialect
nep	sn	Nepali
nep	sn	Nepali language
nzs	sn	New Zealand Sign
nzs	sn	New Zealand Sign Language
new	sn	Newari
new	sn	Newari language
nez	sn	Nez Perce?
nez	sn	Nez Perce? language
ntj	sn	Ngaanyatjarra
ntj	sn	Ngaanyatjarra language
nxg	sn	Ngada
nxg	sn	Ngada language
nju	sn	Ngadju (Australia)
nju	sn	Ngadju language (Australia)
nij	sn	Ngaju
nij	sn	Ngaju language
nig	sn	Ngalakan
nig	sn	Ngalakan language
kbl	sn	Ngalduku
kbl	sn	Ngalduku dialect
djd	sn	Ngaliwuru
djd	sn	Ngaliwuru language
nmc	sn	Ngama
nmc	sn	Ngama dialect
nbh	sn	Ngamo
nbh	sn	Ngamo language
nio	sn	Nganasan
nio	sn	Nganasan language
nid	sn	Ngandi
nid	sn	Ngandi language
nam	sn	Ngankikurungkurr
nam	sn	Ngankikurungkurr language
ung	sn	Ngarinyin
ung	sn	Ngarinyin language
nbj	sn	Ngarinyman
nbj	sn	Ngarinyman language
nlr	sn	Ngarla
nlr	sn	Ngarla language
nrl	sn	Ngarluma
nrl	sn	Ngarluma language
ngm	sn	Ngatik
ngm	sn	Ngatik language
cnw	sn	Ngaun
cnw	sn	Ngaun language
nxn	sn	Ngawun
nxn	sn	Ngawun language
nga	sn	Ngbaka
nga	sn	Ngbaka language
nbm	sn	Ngbaka ma'bo
nbm	sn	Ngbaka ma'bo language
nbw	sn	Ngbandi
ngb	sn	Ngbandi
nbw	sn	Ngbandi language
ngb	sn	Ngbandi language
nge	sn	Ngemba
nge	sn	Ngemba (Cameroon)
nge	sn	Ngemba language (Cameroon)
niy	sn	Ngiti
niy	sn	Ngiti language
ngi	sn	Ngizim
ngi	sn	Ngizim language
xkv	sn	Ngologa
xkv	sn	Ngologa dialect
jgo	sn	Ngomba (Bamileke)
jgo	sn	Ngomba language (Bamileke)
ngc	sn	Ngombe
ngc	sn	Ngombe language
nyy	sn	Ngonde
nyy	sn	Ngonde language
ngo	sn	Ngoni
ngo	sn	Ngoni (Tanzania and Mozambique)
ngo	sn	Ngoni language (Tanzania and Mozambique)
llp	sn	Nguna
nmk	sn	Nguna
llp	sn	Nguna language
nmk	sn	Nguna language
nuo	sn	Nguo?n
nuo	sn	Nguo?n language
ibo	sn	Ngwa
ibo	sn	Ngwa dialect
nnh	sn	Ngyemboon
nnh	sn	Ngyemboon language
nha	sn	Nhanda
nha	sn	Nhanda language
nhr	sn	Nharo
nhr	sn	Nharo language
nia	sn	Nias
nia	sn	Nias language
ncs	sn	Nicaraguan Sign
ncs	sn	Nicaraguan Sign Language
nie	sn	Nielim
nie	sn	Nielim language
nic	sn	Niger-Congo languages
nll	sn	Nihali
nll	sn	Nihali language
nii	sn	Nii
nii	sn	Nii language
nim	sn	Nilamba
nim	sn	Nilamba language
ssa	sn	Nilo-Saharan languages
noe	sn	Nimadi
noe	sn	Nimadi dialect
nir	sn	Nimboran
nir	sn	Nimboran language
ojc	sn	Nipissing
ojc	sn	Nipissing language
kib	sn	Nirere
kib	sn	Nirere dialect
nsz	sn	Nisenan
nsz	sn	Nisenan language
ncg	sn	Niska
ncg	sn	Niska language
lut	sn	Nisqually
lut	sn	Nisqually language
niu	sn	Niuean
niu	sn	Niuean language
koi	sn	Nizhnein?venskii?
koi	sn	Nizhnein?venskii? dialect
nko	sn	Nkonya
nko	sn	Nkonya language
nka	sn	Nkoya
nka	sn	Nkoya language
njb	sn	Nocte
njb	sn	Nocte language
nog	sn	Nogai
nog	sn	Nogai language
nkk	sn	Nogugu
nkk	sn	Nogugu language
lem	sn	Nomaante
lem	sn	Nomaante language
not	sn	Nomatsiguenga
not	sn	Nomatsiguenga language
snf	sn	Noon
snf	sn	Noon language
nhu	sn	Noone
nhu	sn	Noone language
noo	sn	Nootka
noo	sn	Nootka language
nrn	sn	Norn
nrn	sn	Norn dialect
llp	sn	North Efate
llp	sn	North Efate language
frr	sn	North Frisian
frr	sn	North Frisian dialect
str	sn	North Straits Salish
str	sn	North Straits Salish language
kiw	sn	Northeastern Kiwai
kiw	sn	Northeastern Kiwai language
atv	sn	Northern Altai
atv	sn	Northern Altai language
buy	sn	Northern Bullom
buy	sn	Northern Bullom language
xnn	sn	Northern Kankanay
xnn	sn	Northern Kankanay dialect
kca	sn	Northern Khanty
kca	sn	Northern Khanty dialect
kxm	sn	Northern Khmer
kxm	sn	Northern Khmer language
mnp	sn	Northern Min
mnp	sn	Northern Min dialects
pao	sn	Northern Paiute
pao	sn	Northern Paiute language
pej	sn	Northern Pomo
pej	sn	Northern Pomo language
rog	sn	Northern Roglai
rog	sn	Northern Roglai dialect
sme	sn	Northern Sami
sme	sn	Northern Sami dialect
nsq	sn	Northern Sierra Miwok
nsq	sn	Northern Sierra Miwok language
nso	sn	Northern Sotho
nso	sn	Northern Sotho language
nod	sn	Northern Thai
nod	sn	Northern Thai language
nor	sn	Norwegian
nor	sn	Norwegian language
nno	sn	Norwegian language (Nynorsk)
nno	sn	Norwegian Nynorsk
ncf	sn	Notsi
ncf	sn	Notsi language
nou	sn	Notu
nou	sn	Notu language
nov	sn	Novial
nov	sn	Novial (Artificial language)
nse	sn	Nsenga
nse	sn	Nsenga language
thp	sn	Ntlakyapamuk
thp	sn	Ntlakyapamuk language
nto	sn	Ntomba
nto	sn	Ntomba language
nni	sn	Nuaulu
nxl	sn	Nuaulu
nni	sn	Nuaulu language
nxl	sn	Nuaulu language
kcn	sn	Nubi
kcn	sn	Nubi language
nub	sn	Nubian languages
nus	sn	Nuer
nus	sn	Nuer language
nnv	sn	Nukunu
nnv	sn	Nukunu language
nkr	sn	Nukuoro
nkr	sn	Nukuoro language
sij	sn	Numbami
sij	sn	Numbami language
bhw	sn	Numfor
bhw	sn	Numfor language
nun	sn	Nung
nun	sn	Nung language
nuy	sn	Nunggubuyu
nuy	sn	Nunggubuyu language
xsm	sn	Nunuma
xsm	sn	Nunuma dialect
nup	sn	Nupe
nup	sn	Nupe language
nwb	sn	Nyabwa
nwb	sn	Nyabwa language
cbn	sn	Nyah Kur
cbn	sn	Nyah Kur language
nev	sn	Nyaheun
nev	sn	Nyaheun language
yly	sn	Nyalayu
yly	sn	Nyalayu language
now	sn	Nyambo
now	sn	Nyambo language
nym	sn	Nyamwezi
nym	sn	Nyamwezi language
nyk	sn	Nyaneka
nyk	sn	Nyaneka language
nyj	sn	Nyanga
nyj	sn	Nyanga language
nna	sn	Nyangumarta
nna	sn	Nyangumarta language
nya	sn	Nyanja
nya	sn	Nyanja language
nyn	sn	Nyankole
nyn	sn	Nyankole language
nih	sn	Nyiha
nih	sn	Nyiha language
nyh	sn	Nyikina
nyh	sn	Nyikina language
nyd	sn	Nyore
nyd	sn	Nyore language
nyo	sn	Nyoro
nyo	sn	Nyoro language
nyv	sn	Nyulnyul
nyv	sn	Nyulnyul language
nys	sn	Nyunga
nys	sn	Nyunga dialects
nyu	sn	Nyungwe
nyu	sn	Nyungwe language
nzk	sn	Nzakara
nzk	sn	Nzakara dialect
nzb	sn	Nzebi
nzb	sn	Nzebi language
nzi	sn	Nzima
nzi	sn	Nzima language
obo	sn	Obo Manobo
obo	sn	Obo Manobo language
ann	sn	Obolo
ann	sn	Obolo language
oca	sn	Ocaina
oca	sn	Ocaina language
oci	sn	Occitan
oci	sn	Occitan language
ocu	sn	Ocuiltec
ocu	sn	Ocuiltec language
odu	sn	Odual
odu	sn	Odual language
ofo	sn	Ofo
ofo	sn	Ofo language
pse	sn	Ogan
pse	sn	Ogan dialect
ogc	sn	Ogba
ogc	sn	Ogba language
ogu	sn	Ogbronuagum
ogu	sn	Ogbronuagum language
ozn	sn	Oghuz
ozn	sn	Oghuz language
css	sn	Ohlone
cst	sn	Ohlone
css	sn	Ohlone language
cst	sn	Ohlone language
xal	sn	Oirat
xal	sn	Oirat language
oji	sn	Ojibwa
oji	sn	Ojibwa language
oka	sn	Okanagan
oka	sn	Okanagan language
oke	sn	Okpe
okx	sn	Okpe
oke	sn	Okpe language
okx	sn	Okpe language
okr	sn	Okrika
okr	sn	Okrika dialect
opm	sn	Oksapmin
opm	sn	Oksapmin language
ulc	sn	Olcha
ulc	sn	Olcha language
fro	sn	Old French
non	sn	Old Norse
non	sn	Old Norse language
peo	sn	Old Persian
peo	sn	Old Persian language
pro	sn	Old Provenc?al
pro	sn	Old Provenc?al language
osx	sn	Old Saxon
osx	sn	Old Saxon language
otk	sn	Old Turkic
otk	sn	Old Turkic language
ong	sn	Olo
ong	sn	Olo language
olo	sn	Olonets
olo	sn	Olonets dialect
plo	sn	Oluta
plo	sn	Oluta language
oma	sn	Omaha
oma	sn	Omaha language
oml	sn	Ombo
oml	sn	Ombo language
omi	sn	Omi
omi	sn	Omi language
omv	sn	Omotic languages
ona	sn	Ona
ona	sn	Ona language
one	sn	Oneida
one	sn	Oneida language
oon	sn	O?nge
oon	sn	O?nge language
bxe	sn	Ongota
bxe	sn	Ongota language
ons	sn	Ono
ons	sn	Ono language
ono	sn	Onondaga
ono	sn	Onondaga language
hei	sn	Oowekyala
hei	sn	Oowekyala language
opt	sn	Opata
opt	sn	Opata language
ema	sn	Ora
ema	sn	Ora dialect
mvf	sn	Ordos
mvf	sn	Ordos dialect
ore	sn	Orejo?n
ore	sn	Orejo?n language
tag	sn	Orig
tag	sn	Orig (Sudan)
tag	sn	Orig dialect (Sudan)
ori	sn	Oriya
ori	sn	Oriya language
orc	sn	Orma
orc	sn	Orma dialect
orz	sn	Ormu
orz	sn	Ormu language
oru	sn	Ormuri
oru	sn	Ormuri language
oac	sn	Oroch
oac	sn	Oroch language
oaa	sn	Orok
oaa	sn	Orok language
okv	sn	Orokaiva
okv	sn	Orokaiva language
oro	sn	Orokolo
oro	sn	Orokolo language
orm	sn	Oromo
orm	sn	Oromo language
enw	sn	Oron
enw	sn	Oron language
orh	sn	Oroqen
orh	sn	Oroqen language
mye	sn	Orungu
mye	sn	Orungu language
ury	sn	Orya
ury	sn	Orya language
osa	sn	Osage
osa	sn	Osage language
osc	sn	Oscan
osc	sn	Oscan language
osi	sn	Osing
osi	sn	Osing dialect
oss	sn	Ossetic
oss	sn	Ossetic language
otd	sn	Ot Danum
otd	sn	Ot Danum language
iow	sn	Oto
iow	sn	Oto language
omq	sn	Otomanguean languages
oto	sn	Otomian languages
otw	sn	Ottawa
otw	sn	Ottawa language
oua	sn	Ouargla
oua	sn	Ouargla language
kjn	sn	Oykangand
kjn	sn	Oykangand language
chz	sn	Ozumaci?n
chz	sn	Ozumaci?n dialect
pma	sn	Paama
pma	sn	Paama language
ems	sn	Pacific Gulf Yupik
ems	sn	Pacific Gulf Yupik language
pac	sn	Pacoh
pac	sn	Pacoh language
adi	sn	Padam
adi	sn	Padam language
dip	sn	Padang
dip	sn	Padang dialect
pbi	sn	Paduko
pbi	sn	Paduko language
pbb	sn	Paez
pbb	sn	Paez language
pal	sn	Pahlavi
pal	sn	Pahlavi language
new	sn	Pahri
new	sn	Pahri dialect
pri	sn	Paici
pri	sn	Paici language
adi	sn	Pailibo
adi	sn	Pailibo dialect
ppi	sn	Paipai
ppi	sn	Paipai language
pck	sn	Paite
pck	sn	Paite language
pwn	sn	Paiwan
pwn	sn	Paiwan language
pav	sn	Pakaasnovos
pav	sn	Pakaasnovos language
pku	sn	Paku
pku	sn	Paku language
gfk	sn	Pala
gfk	sn	Pala language
plq	sn	Palaic
plq	sn	Palaic language
kpy	sn	Palan
kpy	sn	Palan dialect
pau	sn	Palauan
pau	sn	Palauan language
pce	sn	Palaung
pll	sn	Palaung
rbb	sn	Palaung
pce	sn	Palaung language
pll	sn	Palaung language
rbb	sn	Palaung language
plc	sn	Palawano
plv	sn	Palawano
plw	sn	Palawano
plc	sn	Palawano language
plv	sn	Palawano language
plw	sn	Palawano language
pli	sn	Pali
pli	sn	Pali language
plu	sn	Palicur
plu	sn	Palicur language
pbs	sn	Pame
pmq	sn	Pame
pmz	sn	Pame
pbs	sn	Pame language
pmq	sn	Pame language
pmz	sn	Pame language
tav	sn	Pamoa
tav	sn	Pamoa language
pmf	sn	Pamona
pmf	sn	Pamona language
pam	sn	Pampanga
pam	sn	Pampanga language
par	sn	Panamint
par	sn	Panamint language
pbh	sn	Panare
pbh	sn	Panare language
mpx	sn	Panayati
mpx	sn	Panayati language
bhb	sn	Panchamahali
bhb	sn	Panchamahali dialect
pag	sn	Pangasinan
pag	sn	Pangasinan language
slm	sn	Pangutaran Sama
slm	sn	Pangutaran Sama language
pbr	sn	Pangwa
pbr	sn	Pangwa language
pan	sn	Panjabi
pan	sn	Panjabi language
pno	sn	Panobo
pno	sn	Panobo language
pbb	sn	Panzaleo
pbb	sn	Panzaleo language
zpw	sn	Papabuco
zpw	sn	Papabuco language
paa	sn	Papuan languages
agp	sn	Paranan
agp	sn	Paranan language
pbg	sn	Paraujano
pbg	sn	Paraujano language
pcj	sn	Parengi
pcj	sn	Parengi language
pab	sn	Paressi
pab	sn	Paressi language
lkr	sn	Pa?ri
lkr	sn	Pa?ri (Sudan)
lkr	sn	Pa?ri language (Sudan)
pah	sn	Parintintin
pah	sn	Parintintin dialect
pci	sn	Parji
pci	sn	Parji language
guj	sn	Parsi-Gujarati
guj	sn	Parsi-Gujarati dialect
xpr	sn	Parthian
xpr	sn	Parthian language
gbm	sn	Parvati
gbm	sn	Parvati dialect
paq	sn	Parya
paq	sn	Parya language
sig	sn	Pasaale
sig	sn	Pasaale dialect
zlm	sn	Pasir
lbx	sn	Pasir (Lawangan)
zlm	sn	Pasir dialect
pqm	sn	Passamaquoddy
pqm	sn	Passamaquoddy language
bpb	sn	Pasto
kwi	sn	Pasto
bpb	sn	Pasto language
kwi	sn	Pasto language
pbc	sn	Patamona
pbc	sn	Patamona language
ptp	sn	Patep
ptp	sn	Patep language
lae	sn	Pattani (India)
mfa	sn	Pattani (Thailand)
lae	sn	Pattani dialect (India)
mfa	sn	Pattani dialect (Thailand)
psm	sn	Pauserna
psm	sn	Pauserna language
pwa	sn	Pawaian
pwa	sn	Pawaian language
bns	sn	Pawari
bns	sn	Pawari dialect
paw	sn	Pawnee
paw	sn	Pawnee language
ped	sn	Pay
ped	sn	Pay language
uun	sn	Pazeh
uun	sn	Pazeh language
pcb	sn	Pear
pcb	sn	Pear language
arn	sn	Pehuenche
arn	sn	Pehuenche dialect
pel	sn	Pekal
pel	sn	Pekal language
ppp	sn	Pelende
ppp	sn	Pelende language
aoc	sn	Pemo?n
aoc	sn	Pemo?n language
pem	sn	Pende
pem	sn	Pende language
mui	sn	Penesak
mui	sn	Penesak language
peg	sn	Pengo
peg	sn	Pengo language
pdc	sn	Pennsylvania German
pdc	sn	Pennsylvania German dialect
aaq	sn	Penobscot
aaq	sn	Penobscot language
pea	sn	Peranakan Indonesian
pea	sn	Peranakan Indonesian language
pip	sn	Pero
pip	sn	Pero language
fas	sn	Persian
fas	sn	Persian language
pex	sn	Petats
pex	sn	Petats language
phl	sn	Phalura
phl	sn	Phalura language
phi	sn	Philippine languages
phn	sn	Phoenician
phn	sn	Phoenician language
nph	sn	Phom
nph	sn	Phom language
xpg	sn	Phrygian
xpg	sn	Phrygian language
pht	sn	Phu Thai
pht	sn	Phu Thai language
pio	sn	Piapoco
pio	sn	Piapoco language
pid	sn	Piaroa
pid	sn	Piaroa language
plg	sn	Pilaga
plg	sn	Pilaga language
piv	sn	Pileni
piv	sn	Pileni language
ood	sn	Pima
pia	sn	Pima Bajo
pia	sn	Pima Bajo language
ood	sn	Pima language
pnn	sn	Pinai-Hagahai
pnn	sn	Pinai-Hagahai language
pif	sn	Pingelap
pif	sn	Pingelap language
piu	sn	Pintupi
piu	sn	Pintupi dialect
pny	sn	Pinyin
pny	sn	Pinyin language
ppl	sn	Pipil
ppl	sn	Pipil language
myp	sn	Piraha?
myp	sn	Piraha? dialect
pir	sn	Piratapuyo
pir	sn	Piratapuyo language
pie	sn	Piro
pie	sn	Piro (Tanoan)
pie	sn	Piro (Tanoan) language
pih	sn	Pitcairnese
pih	sn	Pitcairnese language
pjt	sn	Pitjantjatjara
pjt	sn	Pitjantjatjara language
pit	sn	Pitta Pitta
pit	sn	Pitta Pitta language
pmw	sn	Plains Miwok
pmw	sn	Plains Miwok language
npo	sn	Pochury
npo	sn	Pochury language
poy	sn	Pogoro
poy	sn	Pogoro language
poc	sn	Pokomam
poc	sn	Pokomam language
pkb	sn	Pokomo
pkb	sn	Pokomo language
poh	sn	Pokonchi
poh	sn	Pokonchi language
pox	sn	Polabian
pox	sn	Polabian language
pol	sn	Polish
pol	sn	Polish language
pon	sn	Ponape
pon	sn	Ponape language
pns	sn	Ponosakan
pns	sn	Ponosakan language
psw	sn	Port Sandwich
psw	sn	Port Sandwich language
por	sn	Portuguese
cpp	sn	Portuguese creole dialects
por	sn	Portuguese language
psr	sn	Portuguese Sign
psr	sn	Portuguese Sign Language
cuk	sn	Portun?ol
cuk	sn	Portun?ol dialects
hbo	sn	Post-Biblical Hebrew
pot	sn	Potawatomi
pot	sn	Potawatomi language
phr	sn	Po?t?hwa?ri?
phr	sn	Po?t?hwa?ri? dialect
pwr	sn	Powari
pwr	sn	Powari dialect
pim	sn	Powhatan
pim	sn	Powhatan language
pra	sn	Prakrit languages
prg	sn	Prussian
prg	sn	Prussian language
pue	sn	Puelche
pue	sn	Puelche language
pui	sn	Puinave
pui	sn	Puinave language
fuf	sn	Pular
fuf	sn	Pular dialect
puw	sn	Puluwat
puw	sn	Puluwat language
pmi	sn	Pumi
pmj	sn	Pumi
pmi	sn	Pumi language
pmj	sn	Pumi language
xpu	sn	Punic
xpu	sn	Punic language
puu	sn	Punu
puu	sn	Punu language
puo	sn	Puoc
puo	sn	Puoc language
puq	sn	Puquina
puq	sn	Puquina language
iar	sn	Purari
iar	sn	Purari language
prx	sn	Purik
prx	sn	Purik language
pad	sn	Purupuru
pad	sn	Purupuru language
pus	sn	Pushto
pus	sn	Pushto language
kjp	sn	Pwo Karen
kjt	sn	Pwo Karen
pwo	sn	Pwo Karen
pww	sn	Pwo Karen
kjp	sn	Pwo Karen language
kjt	sn	Pwo Karen language
pwo	sn	Pwo Karen language
pww	sn	Pwo Karen language
ktb	sn	Qebena
ktb	sn	Qebena dialect
hae	sn	Qottu
hae	sn	Qottu dialect
ahg	sn	Quara
ahg	sn	Quara language
fcs	sn	Quebec Sign
fcs	sn	Quebec Sign Language
que	sn	Quechua
que	sn	Quechua language
qya	sn	Quenya
qya	sn	Quenya (Artificial language)
quc	sn	Quiche?
quc	sn	Quiche? language
qui	sn	Quileute
qui	sn	Quileute language
qun	sn	Quinault
qun	sn	Quinault language
qyp	sn	Quinnipiac
qyp	sn	Quinnipiac language
pim	sn	Quioucohanock
pim	sn	Quioucohanock language
rah	sn	Rabha
rah	sn	Rabha language
asm	sn	Ra?bha?mija
asm	sn	Ra?bha?mija dialect
rad	sn	Rade
rad	sn	Rade language
xrr	sn	Raetian
xrr	sn	Raetian language
roh	sn	Raeto-Romance
roh	sn	Raeto-Romance language
aph	sn	Rai
aph	sn	Rai language
raj	sn	Rajasthani
raj	sn	Rajasthani language
rjs	sn	Rajbangsi
rjs	sn	Rajbangsi language
rma	sn	Rama
rma	sn	Rama language
rai	sn	Ramoaaina
rai	sn	Ramoaaina dialect
ljp	sn	Ranau
ljp	sn	Ranau language
rgk	sn	Rang Pas
rgk	sn	Rang Pas language
rah	sn	Rangdania
rah	sn	Rangdania dialect
lag	sn	Rangi
lag	sn	Rangi language
arn	sn	Ranquel
arn	sn	Ranquel dialect
rao	sn	Rao
rao	sn	Rao language
rap	sn	Rapanui
rap	sn	Rapanui language
rar	sn	Rarotongan
rar	sn	Rarotongan language
rth	sn	Ratahan
rth	sn	Ratahan language
bgd	sn	Rathvi
bgd	sn	Rathvi dialect
rwo	sn	Rawa
rwo	sn	Rawa language
raw	sn	Rawang
raw	sn	Rawang language
mui	sn	Rawas
mui	sn	Rawas dialect
rej	sn	Rejang
rej	sn	"Rejang (Sumatra, Indonesia)"
rej	sn	"Rejang language (Sumatra, Indonesia)"
rmb	sn	Rembarrnga
rmb	sn	Rembarrnga language
reb	sn	Rembong
reb	sn	Rembong language
rel	sn	Rendille
rel	sn	Rendille language
ren	sn	Rengao
ren	sn	Rengao language
nre	sn	Rengma
nre	sn	Rengma language
mnv	sn	Rennellese
mnv	sn	Rennellese language
rgr	sn	Resigero
rgr	sn	Resigero language
ril	sn	Riang-lang
ril	sn	Riang-lang language
rif	sn	Rif
rif	sn	Rif language
rkb	sn	Rikbaktsa
rkb	sn	Rikbaktsa language
rit	sn	Ritharrngu
rit	sn	Ritharrngu language
rgs	sn	Roglai
roc	sn	Roglai
rog	sn	Roglai
rgs	sn	Roglai language
roc	sn	Roglai language
rog	sn	Roglai language
rmm	sn	Roma
rmm	sn	Roma language
roa	sn	Romance languages
rom	sn	Romani
rom	sn	Romani language
ron	sn	Romanian
ron	sn	Romanian language
cla	sn	Ron
cla	sn	Ron language
rng	sn	Ronga
rng	sn	Ronga language
nbu	sn	Rongmei
nbu	sn	Rongmei dialect
rro	sn	Roro
rro	sn	Roro (New Guinea)
rro	sn	Roro language (New Guinea)
rgu	sn	Roti
rgu	sn	Roti language
roo	sn	Rotokas
roo	sn	Rotokas language
rtm	sn	Rotuman
rtm	sn	Rotuman language
rug	sn	Roviana
rug	sn	Roviana language
scb	sn	Ruc
scb	sn	Ruc language
bwg	sn	Rue
bwg	sn	Rue language
run	sn	Rundi
run	sn	Rundi language
rou	sn	Runga
rou	sn	Runga language
kya	sn	Ruri
