Asia	Myanmar	dnu	Austro-Asiatic	10000
Asia	Indonesia	dnw	Trans-New Guinea	180000
Americas	Brazil	dny	Arauan	750
Pacific	Papua New Guinea	doa	Trans-New Guinea	12000
Pacific	Papua New Guinea	dob	Austronesian	10000
Asia	China	doc	Tai-Kadai	463000
Africa	Tanzania	doe	Niger-Congo	24000
Pacific	Papua New Guinea	dof	Trans-New Guinea	950
Africa	Nigeria	doh	Niger-Congo	5000
Asia	Indonesia	dok	Austronesian	13000
Pacific	Papua New Guinea	dol	Unclassified	700
Pacific	Papua New Guinea	don	Austronesian	1800
Africa	Democratic Republic of the Congo	doo	Niger-Congo	12900
Africa	Benin	dop	Niger-Congo	63600
Americas	Dominican Republic	doq	Deaf sign language	
Pacific	Solomon Islands	dor	Austronesian	2410
Africa	Burkina Faso	dos	Niger-Congo	20000
Africa	Nigeria	dot	Afro-Asiatic	8830
Africa	Zimbabwe	dov	Niger-Congo	5430
Africa	Cameroon	dow	Niger-Congo	18000
Africa	Ethiopia	dox	Afro-Asiatic	6620
Africa	Ghana	doy	Niger-Congo	65
Africa	Ethiopia	doz	Afro-Asiatic	20800
Asia	Malaysia	dpp	Austronesian	1000
Africa	Sudan	drb	Nilo-Saharan	1000
Asia	India	drd	Sino-Tibetan	2950
Asia	Nepal	dre	Sino-Tibetan	9000
Asia	Malaysia	drg	Austronesian	15000
Asia	Mongolia	drh	Altaic	20400
Africa	Nigeria	dri	Niger-Congo	90000
Pacific	Australia	drl	Australian	5
Asia	Indonesia	drn	Austronesian	800
Asia	Malaysia	dro	Austronesian	7600
Africa	Ethiopia	drs	Afro-Asiatic	637000
Europe	Netherlands	drt	Indo-European	
Asia	Taiwan	dru	Austronesian	10500
Asia	Afghanistan	drw	Indo-European	10000
Asia	Nepal	dry	Indo-European	10200
Europe	Germany	dsb	Indo-European	7240
Europe	Netherlands	dse	Deaf sign language	
Africa	Ethiopia	dsh	Afro-Asiatic	40100
Africa	Chad	dsi	Nilo-Saharan	2370
Europe	Denmark	dsl	Deaf sign language	5000
Asia	Indonesia	dsn	Austronesian	6
Asia	India	dso	Indo-European	50000
Africa	Mali	dsq	Nilo-Saharan	101800
Asia	China	dta	Altaic	96100
Asia	Malaysia	dtb	Austronesian	20600
Africa	Mali	dti	Niger-Congo	500
Africa	Mali	dtk	Niger-Congo	127000
Africa	Mali	dtm	Niger-Congo	133000
Asia	Malaysia	dtp	Austronesian	141000
Asia	Malaysia	dtr	Austronesian	5000
Africa	Mali	dts	Niger-Congo	50000
Africa	Mali	dtt	Niger-Congo	2900
Africa	Mali	dtu	Niger-Congo	3000
Africa	Cameroon	dua	Niger-Congo	87700
Asia	India	dub	Indo-European	252000
Pacific	Papua New Guinea	duc	Trans-New Guinea	11000
Africa	Nigeria	dud	Niger-Congo	73000
Asia	Philippines	due	Austronesian	3000
Pacific	New Caledonia	duf	Austronesian	950
Africa	Kenya	dug	Niger-Congo	247000
Asia	India	duh	Indo-European	100000
Pacific	Papua New Guinea	dui	Trans-New Guinea	35
Pacific	Australia	duj	Australian	3650
Pacific	Papua New Guinea	duk	Trans-New Guinea	470
Asia	Philippines	dul	Austronesian	30
Asia	Indonesia	dun	Austronesian	20000
Asia	Philippines	duo	Austronesian	1200
Asia	Indonesia	dup	Austronesian	15500
Asia	Indonesia	duq	Austronesian	4500
Africa	Cameroon	dur	Niger-Congo	47000
Asia	Nepal	dus	Sino-Tibetan	2000
Asia	China	duu	Sino-Tibetan	14000
Asia	Indonesia	duv	Lakes Plain	930
Asia	Indonesia	duw	Austronesian	5000
Africa	Mali	dux	Niger-Congo	70000
Pacific	Papua New Guinea	dva	Austronesian	3550
Africa	Nigeria	dwa	Afro-Asiatic	7200
Africa	Mali	dwl	Niger-Congo	2000
Pacific	Papua New Guinea	dww	Austronesian	2500
Africa	Burkina Faso	dya	Niger-Congo	14100
Africa	Cote dIvoire	dyi	Niger-Congo	95500
Africa	Mali	dym	Niger-Congo	2000
Pacific	Australia	dyn	Australian	5
Africa	Senegal	dyo	Niger-Congo	413490
Africa	Burkina Faso	dyu	Niger-Congo	1229000
Pacific	Australia	dyy	Australian	3
Africa	Nigeria	dza	Niger-Congo	2500
Africa	Nigeria	dzd	Afro-Asiatic	
Africa	Chad	dzg	Nilo-Saharan	381000
Asia	Bhutan	dzl	Sino-Tibetan	68400
Africa	Democratic Republic of the Congo	dzn	Niger-Congo	6000
Asia	Bhutan	dzo	Sino-Tibetan	171300
Africa	Nigeria	ebg	Niger-Congo	5000
Africa	Congo	ebo	Niger-Congo	20400
Africa	Cote dIvoire	ebr	Niger-Congo	75900
Africa	Kenya	ebu	Niger-Congo	429000
Americas	Ecuador	ecs	Deaf sign language	
Asia	China	eee	Mixed language	30000
Africa	Nigeria	efa	Niger-Congo	7210
Africa	Democratic Republic of the Congo	efe	Nilo-Saharan	20000
Africa	Nigeria	efi	Niger-Congo	405260
Africa	Cote dIvoire	ega	Niger-Congo	2500
Africa	Nigeria	ego	Niger-Congo	140000
Africa	Nigeria	ehu	Niger-Congo	14200
Asia	Indonesia	eip	Trans-New Guinea	3000
Pacific	Papua New Guinea	eit	Torricelli	500
Pacific	Papua New Guinea	eiv	North Bougainville	1200
Africa	Guinea-Bissau	eja	Niger-Congo	26030
Africa	Nigeria	eka	Niger-Congo	30000
Africa	Nigeria	eke	Niger-Congo	200000
Asia	Indonesia	ekg	Trans-New Guinea	100000
Africa	Nigeria	eki	Niger-Congo	5000
Africa	Cameroon	ekm	Niger-Congo	6400
Africa	Mozambique	eko	Niger-Congo	77000
Africa	Nigeria	ekp	Niger-Congo	30000
Africa	Nigeria	ekr	Niger-Congo	50000
Asia	Myanmar	eky	Sino-Tibetan	26000
Pacific	Papua New Guinea	ele	Torricelli	330
Africa	Sudan	elh	Nilo-Saharan	50
Pacific	Papua New Guinea	elk	Torricelli	1640
Europe	Greece	ell	Indo-European	13084490
Africa	Nigeria	elm	Niger-Congo	58000
Africa	Kenya	elo	Afro-Asiatic	8
Asia	Indonesia	elp	Austronesian	420
Pacific	Papua New Guinea	elu	Austronesian	220
Africa	Nigeria	ema	Niger-Congo	100000
Asia	Indonesia	emb	Austronesian	10000
Americas	French Guiana	eme	Tupi	400
Asia	Nepal	emg	Sino-Tibetan	
Pacific	Papua New Guinea	emi	Austronesian	5000
Africa	Guinea	emk	Niger-Congo	2031800
Europe	Italy	eml	Indo-European	2020100
Africa	Cameroon	emn	Niger-Congo	800
Americas	Panama	emp	Choco	60200
Americas	United States	ems	Eskimo-Aleut	76
Asia	India	emu	Dravidian	200000
Asia	Indonesia	emw	Austronesian	250
Pacific	Papua New Guinea	ena	Trans-New Guinea	980
Africa	Kenya	enb	Nilo-Saharan	161000
Asia	Viet Nam	enc	Tai-Kadai	200
Asia	Indonesia	end	Austronesian	87000
Asia	Russian Federation	enf	Uralic	20
Europe	United Kingdom	eng	Indo-European	328008138
Asia	Russian Federation	enh	Uralic	10
Africa	Nigeria	enn	Niger-Congo	20000
Asia	Indonesia	eno	Austronesian	1500
Pacific	Papua New Guinea	enq	Trans-New Guinea	165000
Asia	Indonesia	enr	Pauwasi	2000
Asia	China	enu	Sino-Tibetan	30000
Africa	Nigeria	env	Niger-Congo	14000
Africa	Nigeria	enw	Niger-Congo	15000
Africa	Cote dIvoire	eot	Niger-Congo	200
Africa	Nigeria	epi	Niger-Congo	12000
Europe	Poland	epo	Constructed language	
Asia	India	era	Dravidian	5000
Pacific	Vanuatu	erg	Austronesian	1900
Africa	Nigeria	erh	Niger-Congo	64000
Pacific	Papua New Guinea	eri	Trans-New Guinea	2210
Pacific	Vanuatu	erk	Austronesian	6000
Asia	China	ero	Sino-Tibetan	45000
Asia	China	ers	Sino-Tibetan	20000
Asia	Indonesia	ert	Lakes Plain	530
Asia	Indonesia	erw	Austronesian	200
Americas	Bolivia	ese	Tacanan	1770
Asia	Iran	esh	Indo-European	
Americas	United States	esi	Eskimo-Aleut	
Americas	United States	esk	Eskimo-Aleut	2420
Africa	Egypt	esl	Deaf sign language	
Americas	El Salvador	esn	Deaf sign language	
Europe	Estonia	eso	Deaf sign language	
Americas	United States	ess	Eskimo-Aleut	1130
Europe	Estonia	est	Uralic	1048660
Americas	United States	esu	Eskimo-Aleut	16900
Africa	Nigeria	etb	Niger-Congo	15000
Africa	Ethiopia	eth	Deaf sign language	1000000
Pacific	Vanuatu	etn	Austronesian	500
Africa	Cameroon	eto	Niger-Congo	52000
Pacific	Papua New Guinea	etr	Trans-New Guinea	1670
Africa	Nigeria	ets	Niger-Congo	274000
Africa	Nigeria	etu	Niger-Congo	116700
Africa	Nigeria	etx	Niger-Congo	40000
Asia	Indonesia	etz	Mairasi	1000
Europe	Spain	eus	Basque	658960
Asia	Russian Federation	eve	Altaic	7170
Africa	Nigeria	evh	Niger-Congo	19800
Asia	China	evn	Altaic	27615
Africa	Ghana	ewe	Niger-Congo	3112000
Africa	Cameroon	ewo	Niger-Congo	578000
Europe	Spain	ext	Indo-European	201500
Africa	Kenya	eyo	Nilo-Saharan	111000
Africa	Nigeria	eze	Niger-Congo	5000
Pacific	Papua New Guinea	faa	Trans-New Guinea	1200
Africa	Equatorial Guinea	fab	Creole	3100
Pacific	Papua New Guinea	fad	Trans-New Guinea	3380
Pacific	Solomon Islands	faf	Austronesian	900
Pacific	Papua New Guinea	fag	Trans-New Guinea	1300
Africa	Nigeria	fah	Niger-Congo	
Pacific	Papua New Guinea	fai	Trans-New Guinea	4500
Pacific	Papua New Guinea	faj	Trans-New Guinea	50
Africa	Cameroon	fak	Niger-Congo	2400
Africa	Cameroon	fal	Niger-Congo	20000
Africa	Nigeria	fam	Niger-Congo	1000
Africa	Equatorial Guinea	fan	Niger-Congo	1027900
Europe	Denmark	fao	Indo-European	48260
Africa	Senegal	fap	Niger-Congo	10700
Pacific	Solomon Islands	far	Austronesian	6700
Asia	Indonesia	fau	Lakes Plain	350
Europe	Spain	fax	Indo-European	10500
Asia	Iran	fay	Indo-European	7500
Asia	Iran	faz	Indo-European	7500
Americas	Canada	fcs	Deaf sign language	
Africa	Sudan	fer	Niger-Congo	8000
Pacific	Papua New Guinea	ffi	Trans-New Guinea	180
Africa	Mali	ffm	Niger-Congo	1008500
Africa	Chad	fgr	Nilo-Saharan	1000
Africa	Sudan	fia	Nilo-Saharan	605000
Africa	Nigeria	fie	Afro-Asiatic	26100
Pacific	Fiji	fij	Austronesian	336960
Asia	Philippines	fil	Austronesian	25000000
Europe	Finland	fin	Uralic	5009390
Africa	Tanzania	fip	Niger-Congo	195000
Africa	Nigeria	fir	Niger-Congo	2500
Europe	Sweden	fit	Uralic	109600
Pacific	Papua New Guinea	fiw	Trans-New Guinea	300
Europe	Norway	fkv	Uralic	6500
Americas	United States	fla	Salishan	64
Asia	Indonesia	flh	Lakes Plain	230
Africa	Nigeria	fli	Afro-Asiatic	20000
Africa	Cameroon	fll	Niger-Congo	16000
Africa	Democratic Republic of the Congo	flr	Niger-Congo	300000
Africa	South Africa	fly	Creole	
Africa	Cameroon	fmp	Niger-Congo	124000
Asia	India	fmu	Dravidian	400000
Africa	Chad	fni	Niger-Congo	1100
Africa	Benin	fod	Niger-Congo	25500
Pacific	Papua New Guinea	foi	Trans-New Guinea	2800
Africa	Democratic Republic of the Congo	fom	Niger-Congo	13000
Africa	Benin	fon	Niger-Congo	1435500
Pacific	Papua New Guinea	for	Trans-New Guinea	17000
Africa	Equatorial Guinea	fpe	Creole	5000
Pacific	Papua New Guinea	fqs	Arai-Kwomtari	2500
Europe	France	fra	Indo-European	67838450
Americas	United States	frc	Indo-European	17200
Asia	Indonesia	frd	Austronesian	50000
Europe	France	frp	Indo-European	147000
Pacific	Papua New Guinea	frq	Trans-New Guinea	280
Europe	Germany	frr	Indo-European	10000
Europe	Germany	frs	Indo-European	6370
Pacific	Vanuatu	frt	Austronesian	450
Europe	Netherlands	fry	Indo-European	467000
Europe	Finland	fse	Deaf sign language	
Europe	France	fsl	Deaf sign language	
Europe	Finland	fss	Deaf sign language	
Africa	Cameroon	fub	Niger-Congo	919600
Africa	Senegal	fuc	Niger-Congo	3691000
Pacific	Wallis and Futuna	fud	Austronesian	6600
Africa	Benin	fue	Niger-Congo	328200
Africa	Guinea	fuf	Niger-Congo	2929200
Africa	Niger	fuh	Niger-Congo	1230000
Africa	Chad	fui	Niger-Congo	180000
Africa	Sudan	fuj	Niger-Congo	2680
Africa	Nigeria	fum	Niger-Congo	
Americas	Brazil	fun	Macro-Ge	2930
Africa	Niger	fuq	Niger-Congo	450000
Europe	Italy	fur	Indo-European	794000
Pacific	Vanuatu	fut	Austronesian	1500
Africa	Democratic Republic of the Congo	fuu	Nilo-Saharan	16000
Africa	Nigeria	fuv	Niger-Congo	1710000
Pacific	Papua New Guinea	fuy	Trans-New Guinea	14000
Africa	Sudan	fvr	Nilo-Saharan	501800
Pacific	New Caledonia	fwa	Austronesian	1130
Africa	Namibia	fwe	Niger-Congo	10200
Africa	Ghana	gaa	Niger-Congo	600000
Africa	Chad	gab	Afro-Asiatic	34400
Asia	Philippines	gad	Austronesian	30000
Americas	Venezuela	gae	Arawakan	500
Pacific	Papua New Guinea	gaf	Trans-New Guinea	8000
Europe	Moldova	gag	Altaic	162200
Pacific	Papua New Guinea	gah	Trans-New Guinea	25000
Pacific	Papua New Guinea	gai	Ramu-Lower Sepik	2090
Pacific	Papua New Guinea	gaj	Trans-New Guinea	22100
Asia	Indonesia	gak	West Papuan	1500
Asia	East Timor	gal	Austronesian	50000
Pacific	Papua New Guinea	gam	Trans-New Guinea	4000
Asia	China	gan	Sino-Tibetan	20600000
Pacific	Papua New Guinea	gao	Trans-New Guinea	1880
Pacific	Papua New Guinea	gap	Trans-New Guinea	340
Asia	India	gaq	Austro-Asiatic	3060
Pacific	Papua New Guinea	gar	Austronesian	3410
Asia	India	gas	Indo-European	100000
Pacific	Papua New Guinea	gat	Trans-New Guinea	950
Asia	India	gau	Dravidian	8000
Pacific	Papua New Guinea	gav	Trans-New Guinea	330
Pacific	Papua New Guinea	gaw	Trans-New Guinea	5000
Africa	Ethiopia	gax	Afro-Asiatic	3823600
Asia	Indonesia	gay	Austronesian	300000
Africa	Ethiopia	gaz	Afro-Asiatic	8922200
Pacific	Australia	gbb	Australian	200
Pacific	Australia	gbc	Australian	110
Pacific	Australia	gbd	Australian	12
Pacific	Papua New Guinea	gbe	Sepik	930
Pacific	Papua New Guinea	gbf	Sepik	1200
Africa	Central African Republic	gbg	Niger-Congo	17500
Africa	Benin	gbh	Niger-Congo	13500
Asia	Indonesia	gbi	West Papuan	79000
Asia	India	gbj	Austro-Asiatic	8000
Asia	India	gbk	Indo-European	110000
Asia	India	gbl	Indo-European	400000
Asia	India	gbm	Indo-European	2920000
Africa	Sudan	gbn	Nilo-Saharan	600
Africa	Liberia	gbo	Niger-Congo	84500
Africa	Central African Republic	gbp	Niger-Congo	200000
Africa	Central African Republic	gbq	Niger-Congo	32500
Africa	Nigeria	gbr	Niger-Congo	700000
Africa	Benin	gbs	Niger-Congo	65000
Pacific	Australia	gbu	Australian	6
Africa	Central African Republic	gbv	Niger-Congo	95000
Africa	Benin	gbx	Niger-Congo	80000
Africa	Nigeria	gby	Niger-Congo	350000
Asia	Iran	gbz	Indo-European	11500
Pacific	Papua New Guinea	gcc	East New Britain	2200
Americas	Guadeloupe	gcf	Creole	848000
Americas	Grenada	gcl	Creole	89200
Pacific	Papua New Guinea	gcn	Trans-New Guinea	1410
Americas	French Guiana	gcr	Creole	50000
Americas	Venezuela	gct	Indo-European	
Asia	India	gda	Indo-European	1010
Asia	India	gdb	Dravidian	15000
Pacific	Papua New Guinea	gdd	Austronesian	6950
Africa	Nigeria	gde	Afro-Asiatic	96000
Africa	Nigeria	gdf	Afro-Asiatic	55900
Asia	Philippines	gdg	Austronesian	6000
Pacific	Australia	gdh	Australian	3
Africa	Central African Republic	gdi	Niger-Congo	9000
Pacific	Australia	gdj	Australian	30
Africa	Chad	gdk	Afro-Asiatic	2500
Africa	Ethiopia	gdl	Afro-Asiatic	90000
Africa	Chad	gdm	Unclassified	750
Pacific	Papua New Guinea	gdn	Trans-New Guinea	2400
Europe	Russian Federation	gdo	North Caucasian	3000
Asia	Yemen	gdq	Afro-Asiatic	135800
Pacific	Papua New Guinea	gdr	Eastern Trans-Fly	3500
Africa	Nigeria	gdu	Afro-Asiatic	5000
Asia	India	gdx	Indo-European	3000000
Africa	Nigeria	gea	Afro-Asiatic	9030
Pacific	Papua New Guinea	geb	Ramu-Lower Sepik	2420
Africa	Liberia	gec	Niger-Congo	64400
Africa	Nigeria	ged	Niger-Congo	72100
Africa	Nigeria	geg	Niger-Congo	4000
Americas	Canada	geh	Indo-European	45000
Asia	Indonesia	gei	Austronesian	2650
Africa	Togo	gej	Niger-Congo	327000
Africa	Nigeria	gek	Afro-Asiatic	14100
Africa	Nigeria	gel	Niger-Congo	36000
Africa	Central African Republic	geq	Niger-Congo	550
Asia	Indonesia	ges	Austronesian	36500
Africa	Nigeria	gew	Afro-Asiatic	200000
Africa	Somalia	gex	Afro-Asiatic	57500
Africa	Democratic Republic of the Congo	gey	Niger-Congo	15000
Pacific	Papua New Guinea	gfk	Austronesian	7000
Pacific	Solomon Islands	gga	Austronesian	1220
Africa	Liberia	ggb	Niger-Congo	5600
Pacific	Australia	gge	Australian	20
Asia	Pakistan	ggg	Indo-European	35300
Pacific	Papua New Guinea	ggl	Trans-New Guinea	470
Asia	Nepal	ggn	Sino-Tibetan	227000
Asia	India	ggo	Dravidian	100000
Pacific	Papua New Guinea	ggt	Austronesian	760
Africa	Cote dIvoire	ggu	Niger-Congo	36600
Pacific	Papua New Guinea	ggw	Trans-New Guinea	22000
Africa	Libya	gha	Afro-Asiatic	12000
Asia	Nepal	ghe	Sino-Tibetan	21500
Asia	Nepal	ghh	Sino-Tibetan	4440
Asia	Myanmar	ghk	Sino-Tibetan	9500
Africa	Sudan	ghl	Nilo-Saharan	16000
Pacific	Solomon Islands	ghn	Austronesian	2510
Asia	Pakistan	ghr	Indo-European	10000
Pacific	Papua New Guinea	ghs	Trans-New Guinea	12800
Asia	Nepal	ght	Sino-Tibetan	1300
Pacific	Australia	gia	Australian	410
Africa	Cameroon	gid	Afro-Asiatic	65700
Asia	Pakistan	gig	Indo-European	25400
Pacific	Kiribati	gil	Austronesian	71550
Pacific	Papua New Guinea	gim	Trans-New Guinea	22500
Europe	Russian Federation	gin	North Caucasian	550
Asia	China	gio	Tai-Kadai	3000
Pacific	Papua New Guinea	gip	Austronesian	3700
Asia	Viet Nam	giq	Tai-Kadai	300
Asia	Viet Nam	gir	Tai-Kadai	20
Africa	Cameroon	gis	Afro-Asiatic	20000
Americas	Canada	git	Penutian	1330
Asia	Viet Nam	giw	Tai-Kadai	20
Africa	Democratic Republic of the Congo	gix	Niger-Congo	12000
Pacific	Australia	giy	Australian	2
Africa	Cameroon	giz	Afro-Asiatic	60000
Africa	Nigeria	gji	Afro-Asiatic	6000
Asia	Pakistan	gjk	Indo-European	570000
Africa	Ghana	gjn	Niger-Congo	230000
Asia	India	gju	Indo-European	992000
Pacific	Papua New Guinea	gka	Trans-New Guinea	130
Africa	Cameroon	gke	Niger-Congo	5
Africa	Nigeria	gkn	Niger-Congo	100000
Africa	Guinea	gkp	Niger-Congo	308000
Europe	United Kingdom	gla	Indo-European	66780
Africa	Chad	glc	Niger-Congo	1200
Asia	Russian Federation	gld	Altaic	3902
Europe	Ireland	gle	Indo-European	391470
Europe	Spain	glg	Indo-European	3185000
Asia	Afghanistan	glh	Indo-European	
Africa	Chad	glj	Niger-Congo	3500
Asia	Iran	glk	Indo-European	3270000
Africa	Nigeria	glo	Afro-Asiatic	25000
Africa	Liberia	glr	Niger-Congo	4270
Africa	Chad	glu	Nilo-Saharan	10300
Africa	Nigeria	glw	Afro-Asiatic	31300
Pacific	Solomon Islands	gmb	Austronesian	1570
Africa	Nigeria	gmd	Niger-Congo	2000
Africa	Cameroon	gmm	Niger-Congo	20000
Africa	Cameroon	gmn	Niger-Congo	3000
Africa	Ethiopia	gmo	Afro-Asiatic	1240000
Pacific	Papua New Guinea	gmu	Trans-New Guinea	580
Africa	Tanzania	gmx	Niger-Congo	9000
Africa	Burkina Faso	gna	Niger-Congo	6000
Asia	India	gnb	Sino-Tibetan	15100
Africa	Cameroon	gnd	Afro-Asiatic	26000
Africa	Nigeria	gne	Niger-Congo	3000
Africa	Togo	gng	Niger-Congo	66000
Africa	Nigeria	gnh	Niger-Congo	
Pacific	Australia	gni	Australian	100
Africa	Botswana	gnk	Khoisan	2000
Pacific	Papua New Guinea	gnm	Trans-New Guinea	1440
Pacific	Australia	gnn	Australian	300
Asia	India	gno	Dravidian	1950000
Asia	Malaysia	gnq	Austronesian	1000
Pacific	Papua New Guinea	gnt	South-Central Papuan	350
Pacific	Papua New Guinea	gnu	Torricelli	1330
Americas	Bolivia	gnw	Tupi	7000
Africa	Central African Republic	gnz	Niger-Congo	1400
Africa	Cote dIvoire	goa	Niger-Congo	332000
Americas	Colombia	gob	Guahiban	240
Pacific	Papua New Guinea	goc	Austronesian	2740
Africa	Cote dIvoire	god	Niger-Congo	26400
Asia	Bhutan	goe	Sino-Tibetan	2100
Africa	Tanzania	gog	Niger-Congo	1440000
Pacific	Papua New Guinea	goi	Trans-New Guinea	1100
Asia	India	goj	Indo-European	20200
Asia	India	gok	Indo-European	35000
Africa	Liberia	gol	Niger-Congo	107300
Asia	India	gom	Indo-European	3633900
Pacific	Fiji	goo	Austronesian	690
Asia	Indonesia	gop	Austronesian	350
Asia	Indonesia	goq	Austronesian	1000
Asia	Indonesia	gor	Austronesian	900000
Europe	Netherlands	gos	Indo-European	592000
Africa	Cameroon	gou	Afro-Asiatic	7000
Africa	Tanzania	gow	Afro-Asiatic	50000
Africa	Democratic Republic of the Congo	gox	Niger-Congo	12000
Africa	Chad	goy	Niger-Congo	30
Asia	Iran	goz	Indo-European	
Africa	Nigeria	gpa	Niger-Congo	15000
Pacific	Papua New Guinea	gpn	Language isolate	80
Africa	Nigeria	gqa	Afro-Asiatic	43000
Asia	China	gqi	Sino-Tibetan	6000
Africa	Chad	gqr	Nilo-Saharan	87000
Asia	India	gra	Indo-European	100000
Africa	Nigeria	grd	Afro-Asiatic	15000
Pacific	Papua New Guinea	grg	Trans-New Guinea	380
Africa	Nigeria	grh	Niger-Congo	25000
Pacific	Solomon Islands	gri	Austronesian	12100
Africa	Liberia	grj	Niger-Congo	61600
Asia	Malaysia	grm	Austronesian	1800
Asia	China	gro	Sino-Tibetan	26800
Pacific	Papua New Guinea	grq	Ramu-Lower Sepik	15
Africa	Algeria	grr	Afro-Asiatic	40000
Asia	Indonesia	grs	Nimboran	2500
Asia	India	grt	Sino-Tibetan	900000
Africa	Ethiopia	gru	Afro-Asiatic	255000
Africa	Liberia	grv	Niger-Congo	30800
Pacific	Papua New Guinea	grw	Austronesian	26
Pacific	Papua New Guinea	grx	Arai-Kwomtari	160
Africa	Liberia	gry	Niger-Congo	23700
Pacific	Papua New Guinea	grz	Austronesian	3
Africa	Ghana	gse	Deaf sign language	
Europe	Germany	gsg	Deaf sign language	
Africa	Senegal	gsl	Niger-Congo	15400
Americas	Guatemala	gsm	Deaf sign language	
Pacific	Papua New Guinea	gsn	Trans-New Guinea	790
Africa	Central African Republic	gso	Niger-Congo	220000
Pacific	Papua New Guinea	gsp	Trans-New Guinea	590
Europe	Greece	gss	Deaf sign language	
Europe	Switzerland	gsw	Indo-European	6469000
Americas	Brazil	gta	Macro-Ge	40
Africa	Democratic Republic of the Congo	gti	Niger-Congo	21000
Africa	Nigeria	gua	Niger-Congo	1200
Americas	Brazil	gub	Tupi	15000
Americas	Colombia	guc	Arawakan	305000
Africa	Cote dIvoire	gud	Niger-Congo	102000
Pacific	Australia	gue	Australian	540
Pacific	Australia	guf	Australian	450
Americas	Paraguay	gug	Tupi	4850000
Americas	Colombia	guh	Guahiban	34200
Americas	Bolivia	gui	Tupi	51230
Asia	India	guj	Indo-European	46493990
Africa	Ethiopia	guk	Nilo-Saharan	160000
Americas	United States	gul	Creole	250000
Americas	Colombia	gum	Barbacoan	23500
Americas	Brazil	gun	Tupi	25450
Americas	Colombia	guo	Guahiban	2000
Pacific	Australia	gup	Australian	1410
Americas	Paraguay	guq	Tupi	1360
Africa	Ghana	gur	Niger-Congo	845100
Africa	Guinea	gus	Deaf sign language	
Americas	Costa Rica	gut	Chibchan	750
Americas	Venezuela	guu	Yanomam	17640
Africa	Benin	guw	Niger-Congo	579000
Africa	Burkina Faso	gux	Niger-Congo	813000
Africa	Kenya	guz	Niger-Congo	2120300
Americas	Paraguay	gva	Mascoian	280
Americas	Brazil	gvc	Tucanoan	850
Pacific	Papua New Guinea	gve	Austronesian	400
Pacific	Papua New Guinea	gvf	Trans-New Guinea	51100
Americas	Brazil	gvj	Tupi	370
Africa	Chad	gvl	Nilo-Saharan	163000
Africa	Nigeria	gvm	Niger-Congo	3000
Pacific	Australia	gvn	Australian	240
Americas	Brazil	gvo	Tupi	470
Americas	Brazil	gvp	Macro-Ge	
Asia	Nepal	gvr	Sino-Tibetan	201300
Pacific	Papua New Guinea	gvs	Austronesian	470
Africa	Cote dIvoire	gwa	Niger-Congo	25000
Africa	Nigeria	gwb	Niger-Congo	980
Asia	Pakistan	gwc	Indo-European	40000
Africa	Ethiopia	gwd	Afro-Asiatic	32700
Africa	Tanzania	gwe	Niger-Congo	2200
Asia	Pakistan	gwf	Indo-European	200
Africa	Nigeria	gwg	Niger-Congo	5000
Americas	Canada	gwi	Na-Dene	800
Africa	Botswana	gwj	Khoisan	2500
Africa	Nigeria	gwn	Afro-Asiatic	27300
Africa	Uganda	gwr	Niger-Congo	409000
Asia	Afghanistan	gwt	Indo-European	9500
Pacific	Australia	gww	Australian	50
Africa	Ghana	gwx	Niger-Congo	60200
Africa	Cote dIvoire	gxx	Niger-Congo	293000
Africa	Central African Republic	gya	Niger-Congo	274500
Pacific	Papua New Guinea	gyb	Trans-New Guinea	2650
Pacific	Australia	gyd	Australian	
Africa	Nigeria	gye	Niger-Congo	1000
Africa	Central African Republic	gyg	Niger-Congo	5000
Africa	Cameroon	gyi	Niger-Congo	4279
Africa	Ethiopia	gyl	Afro-Asiatic	55700
Americas	Panama	gym	Chibchan	133090
Americas	Guyana	gyn	Creole	700000
Americas	Bolivia	gyr	Tupi	5930
Africa	Ethiopia	gza	Afro-Asiatic	5400
Asia	Iran	gzi	Indo-European	7030
Asia	Indonesia	gzn	Austronesian	2900
Americas	United States	haa	Na-Dene	14
Asia	Viet Nam	hab	Deaf sign language	
Asia	Iraq	hac	Indo-European	44000
Asia	Indonesia	had	Language isolate	16000
Africa	Ethiopia	hae	Afro-Asiatic	4530000
Asia	Viet Nam	haf	Deaf sign language	
Africa	Ghana	hag	Niger-Congo	6800
Pacific	Papua New Guinea	hah	Austronesian	1300
Asia	India	haj	Indo-European	68000
Asia	China	hak	Sino-Tibetan	30032520
Asia	Viet Nam	hal	Austro-Asiatic	17500
Pacific	Papua New Guinea	ham	Sepik	2150
Africa	Tanzania	han	Niger-Congo	150000
Pacific	Papua New Guinea	hao	Austronesian	5000
Asia	Indonesia	hap	Trans-New Guinea	3000
Africa	Tanzania	haq	Niger-Congo	990000
Africa	Ethiopia	har	Afro-Asiatic	21300
Americas	Canada	has	Wakashan	25
Americas	Haiti	hat	Creole	7701640
Africa	Nigeria	hau	Afro-Asiatic	24988000
Africa	Democratic Republic of the Congo	hav	Niger-Congo	506000
Americas	United States	haw	Austronesian	1000
Americas	Canada	hax	Na-Dene	10
Africa	Tanzania	hay	Niger-Congo	1300000
Asia	Afghanistan	haz	Indo-European	2210000
Africa	Democratic Republic of the Congo	hba	Niger-Congo	13000
