Language	Level	Type	Code	Name
mqu	1	G	ssa	Nilo-Saharan
mqu	2	I	mqu	Mandari
mqv	1	G	paa	Papuan
mqv	2	G	ngf	Trans-New Guinea
mqv	3	I	mqv	Mosimo
mqw	1	G	paa	Papuan
mqw	2	G	ngf	Trans-New Guinea
mqw	3	I	mqw	Murupi
mqx	1	G	map	Austronesian
mqx	2	I	mqx	Mamuju
mqy	1	G	map	Austronesian
mqy	2	G	poz	Malayo-Polynesian
mqy	3	G	plf	Central Malayo-Polynesian
mqy	4	I	mqy	Manggarai
mqz	1	G	map	Austronesian
mqz	2	G	poz	Malayo-Polynesian
mqz	3	G	pqe	Eastern Malayo-Polynesian
mqz	4	I	mqz	Malasanga
mra	1	G	aav	Austro-Asiatic
mra	2	G	mkh	Mon-Khmer
mra	3	I	mra	Mlabri
mrb	1	G	map	Austronesian
mrb	2	G	poz	Malayo-Polynesian
mrb	3	G	pqe	Eastern Malayo-Polynesian
mrb	4	I	mrb	Marino
mrc	1	G	nai	North American Indian
mrc	2	I	mrc	Maricopa
mrd	1	G	sit	Sino-Tibetan
mrd	2	G	tbq	Tibeto-Burman
mrd	3	I	mrd	Western Magar
mre	1	G	sgn	sign languages
mre	2	I	mre	Martha's Vineyard Sign Language
mrf	1	G	paa	Papuan
mrf	2	G	ngf	Trans-New Guinea
mrf	3	I	mrf	Elseng
mrg	1	G	sit	Sino-Tibetan
mrg	2	G	tbq	Tibeto-Burman
mrg	3	I	mrg	Miri
mrh	1	G	sit	Sino-Tibetan
mrh	2	G	tbq	Tibeto-Burman
mrh	3	I	mrh	Mara Chin
mrj	1	G	urj	Uralic
mrj	2	M	chm	Mari (Russia)
mrj	3	I	mrj	Western Mari
mrk	1	G	map	Austronesian
mrk	2	G	poz	Malayo-Polynesian
mrk	3	G	pqe	Eastern Malayo-Polynesian
mrk	4	I	mrk	Hmwaveke
mrl	1	G	map	Austronesian
mrl	2	G	poz	Malayo-Polynesian
mrl	3	G	pqe	Eastern Malayo-Polynesian
mrl	4	I	mrl	Mortlockese
mrm	1	G	map	Austronesian
mrm	2	G	poz	Malayo-Polynesian
mrm	3	G	pqe	Eastern Malayo-Polynesian
mrm	4	I	mrm	Merlav
mrn	1	G	map	Austronesian
mrn	2	G	poz	Malayo-Polynesian
mrn	3	G	pqe	Eastern Malayo-Polynesian
mrn	4	I	mrn	Cheke Holo
mro	1	G	sit	Sino-Tibetan
mro	2	G	tbq	Tibeto-Burman
mro	3	I	mro	Mru
mrp	1	G	map	Austronesian
mrp	2	G	poz	Malayo-Polynesian
mrp	3	G	pqe	Eastern Malayo-Polynesian
mrp	4	I	mrp	Morouas
mrq	1	G	map	Austronesian
mrq	2	G	poz	Malayo-Polynesian
mrq	3	G	pqe	Eastern Malayo-Polynesian
mrq	4	I	mrq	North Marquesan
mrr	1	G	dra	Dravidian
mrr	2	I	mrr	Maria (India)
mrs	1	G	map	Austronesian
mrs	2	G	poz	Malayo-Polynesian
mrs	3	G	pqe	Eastern Malayo-Polynesian
mrs	4	I	mrs	Maragus
mrt	1	G	afa	Afro-Asiatic
mrt	2	I	mrt	Marghi Central
mru	1	G	nic	Niger-Kordofanian
mru	2	G	alv	Atlantic-Congo
mru	3	I	mru	Mono (Cameroon)
mrv	1	G	map	Austronesian
mrv	2	G	poz	Malayo-Polynesian
mrv	3	G	pqe	Eastern Malayo-Polynesian
mrv	4	I	mrv	Mangareva
mrw	1	G	map	Austronesian
mrw	2	G	poz	Malayo-Polynesian
mrw	3	G	pqw	Western Malayo-Polynesian
mrw	4	G	phi	Philippine
mrw	5	I	mrw	Maranao
mrx	1	G	paa	Papuan
mrx	2	G	ngf	Trans-New Guinea
mrx	3	I	mrx	Maremgi
mry	1	G	map	Austronesian
mry	2	G	poz	Malayo-Polynesian
mry	3	G	pqw	Western Malayo-Polynesian
mry	4	G	phi	Philippine
mry	5	I	mry	Mandaya
mrz	1	G	paa	Papuan
mrz	2	G	ngf	Trans-New Guinea
mrz	3	I	mrz	Marind
msb	1	G	map	Austronesian
msb	2	G	poz	Malayo-Polynesian
msb	3	G	pqw	Western Malayo-Polynesian
msb	4	G	phi	Philippine
msb	5	I	msb	Masbatenyo
msc	1	M	man	Mandingo
msc	2	I	msc	Sankaran Maninka
msd	1	G	sgn	sign languages
msd	2	I	msd	Yucatec Maya Sign Language
mse	1	G	afa	Afro-Asiatic
mse	2	I	mse	Musey
msf	1	G	paa	Papuan
msf	2	G	ngf	Trans-New Guinea
msf	3	I	msf	Mekwei
msg	1	G	paa	Papuan
msg	2	I	msg	Moraid
msh	1	G	map	Austronesian
msh	2	G	poz	Malayo-Polynesian
msh	3	M	mlg	Malagasy
msh	4	I	msh	Masikoro Malagasy
msi	1	G	map	Austronesian
msi	2	G	poz	Malayo-Polynesian
msi	3	G	plf	Central Malayo-Polynesian
msi	4	M	msa	Malay (macrolanguage)
msi	5	I	msi	Sabah Malay
msj	1	G	nic	Niger-Kordofanian
msj	2	G	alv	Atlantic-Congo
msj	3	I	msj	Ma (Democratic Republic of Congo)
msk	1	G	map	Austronesian
msk	2	G	poz	Malayo-Polynesian
msk	3	G	pqw	Western Malayo-Polynesian
msk	4	G	phi	Philippine
msk	5	I	msk	Mansaka
msl	1	G	paa	Papuan
msl	2	G	ngf	Trans-New Guinea
msl	3	I	msl	Molof
msm	1	G	map	Austronesian
msm	2	G	poz	Malayo-Polynesian
msm	3	G	pqw	Western Malayo-Polynesian
msm	4	G	phi	Philippine
msm	5	G	mno	Manobo
msm	6	I	msm	Agusan Manobo
msn	1	G	map	Austronesian
msn	2	G	poz	Malayo-Polynesian
msn	3	G	pqe	Eastern Malayo-Polynesian
msn	4	I	msn	Vurës
mso	1	G	paa	Papuan
mso	2	G	ngf	Trans-New Guinea
mso	3	I	mso	Mombum
msp	1	G	sai	South American Indian
msp	2	I	msp	Maritsauá
msq	1	G	map	Austronesian
msq	2	G	poz	Malayo-Polynesian
msq	3	G	pqe	Eastern Malayo-Polynesian
msq	4	I	msq	Caac
msr	1	G	sgn	sign languages
msr	2	I	msr	Mongolian Sign Language
mss	1	G	map	Austronesian
mss	2	G	poz	Malayo-Polynesian
mss	3	G	plf	Central Malayo-Polynesian
mss	4	I	mss	West Masela
mst	1	G	map	Austronesian
mst	2	G	poz	Malayo-Polynesian
mst	3	G	pqw	Western Malayo-Polynesian
mst	4	G	phi	Philippine
mst	5	I	mst	Cataelano Mandaya
msu	1	G	map	Austronesian
msu	2	G	poz	Malayo-Polynesian
msu	3	G	pqe	Eastern Malayo-Polynesian
msu	4	I	msu	Musom
msv	1	G	afa	Afro-Asiatic
msv	2	I	msv	Maslam
msw	1	G	nic	Niger-Kordofanian
msw	2	G	alv	Atlantic-Congo
msw	3	I	msw	Mansoanka
msx	1	G	paa	Papuan
msx	2	G	ngf	Trans-New Guinea
msx	3	I	msx	Moresada
msy	1	G	paa	Papuan
msy	2	I	msy	Aruamu
msz	1	G	paa	Papuan
msz	2	G	ngf	Trans-New Guinea
msz	3	I	msz	Momare
mta	1	G	map	Austronesian
mta	2	G	poz	Malayo-Polynesian
mta	3	G	pqw	Western Malayo-Polynesian
mta	4	G	phi	Philippine
mta	5	G	mno	Manobo
mta	6	I	mta	Cotabato Manobo
mtb	1	G	nic	Niger-Kordofanian
mtb	2	G	alv	Atlantic-Congo
mtb	3	I	mtb	Anyin Morofo
mtc	1	G	paa	Papuan
mtc	2	G	ngf	Trans-New Guinea
mtc	3	I	mtc	Munit
mtd	1	G	map	Austronesian
mtd	2	I	mtd	Mualang
mte	1	G	map	Austronesian
mte	2	G	poz	Malayo-Polynesian
mte	3	G	pqe	Eastern Malayo-Polynesian
mte	4	I	mte	Mono (Solomon Islands)
mtf	1	G	paa	Papuan
mtf	2	I	mtf	Murik (Papua New Guinea)
mtg	1	G	paa	Papuan
mtg	2	G	ngf	Trans-New Guinea
mtg	3	I	mtg	Una
mth	1	G	map	Austronesian
mth	2	G	poz	Malayo-Polynesian
mth	3	G	pqe	Eastern Malayo-Polynesian
mth	4	I	mth	Munggui
mti	1	G	paa	Papuan
mti	2	G	ngf	Trans-New Guinea
mti	3	I	mti	Maiwa (Papua New Guinea)
mtj	1	G	paa	Papuan
mtj	2	I	mtj	Moskona
mtk	1	G	nic	Niger-Kordofanian
mtk	2	G	alv	Atlantic-Congo
mtk	3	G	bnt	Bantu
mtk	4	I	mtk	Mbe'
mtl	1	G	afa	Afro-Asiatic
mtl	2	I	mtl	Montol
mtm	1	G	urj	Uralic
mtm	2	I	mtm	Mator
mtn	1	G	cai	Central American Indian
mtn	2	I	mtn	Matagalpa
mto	1	G	cai	Central American Indian
mto	2	I	mto	Totontepec Mixe
mtp	1	G	sai	South American Indian
mtp	2	I	mtp	Wichí Lhamtés Nocten
mtq	1	G	aav	Austro-Asiatic
mtq	2	G	mkh	Mon-Khmer
mtq	3	I	mtq	Muong
mtr	1	G	ine	Indo-European
mtr	2	G	iir	Indo-Iranian
mtr	3	G	inc	Indic
mtr	4	M	mwr	Marwari
mtr	5	I	mtr	Mewari
mts	1	G	sai	South American Indian
mts	2	I	mts	Yora
mtt	1	G	map	Austronesian
mtt	2	G	poz	Malayo-Polynesian
mtt	3	G	pqe	Eastern Malayo-Polynesian
mtt	4	I	mtt	Mota
mtu	1	G	cai	Central American Indian
mtu	2	I	mtu	Tututepec Mixtec
mtv	1	G	paa	Papuan
mtv	2	G	ngf	Trans-New Guinea
mtv	3	I	mtv	Asaro'o
mtw	1	G	map	Austronesian
mtw	2	G	poz	Malayo-Polynesian
mtw	3	G	pqw	Western Malayo-Polynesian
mtw	4	G	phi	Philippine
mtw	5	I	mtw	Southern Binukidnon
mtx	1	G	cai	Central American Indian
mtx	2	I	mtx	Tidaá Mixtec
mty	1	G	paa	Papuan
mty	2	I	mty	Nabi
mtz	1	G	cai	Central American Indian
mtz	2	G	myn	Mayan
mtz	3	I	mtz	Tacanec
mua	1	G	nic	Niger-Kordofanian
mua	2	G	alv	Atlantic-Congo
mua	3	I	mua	Mundang
mub	1	G	afa	Afro-Asiatic
mub	2	I	mub	Mubi
muc	1	G	nic	Niger-Kordofanian
muc	2	G	alv	Atlantic-Congo
muc	3	I	muc	Mbu'
mug	1	G	afa	Afro-Asiatic
mug	2	I	mug	Musgu
muh	1	G	nic	Niger-Kordofanian
muh	2	G	alv	Atlantic-Congo
muh	3	I	muh	Mündü
mui	1	G	map	Austronesian
mui	2	I	mui	Musi
muj	1	G	afa	Afro-Asiatic
muj	2	G	cdc	Chadic
muj	3	I	muj	Mabire
muk	1	G	sit	Sino-Tibetan
muk	2	G	tbq	Tibeto-Burman
muk	3	I	muk	Mugom
mum	1	G	map	Austronesian
mum	2	G	poz	Malayo-Polynesian
mum	3	G	pqe	Eastern Malayo-Polynesian
mum	4	I	mum	Maiwala
muo	1	G	nic	Niger-Kordofanian
muo	2	G	alv	Atlantic-Congo
muo	3	I	muo	Nyong
mup	1	G	ine	Indo-European
mup	2	G	iir	Indo-Iranian
mup	3	G	inc	Indic
mup	4	M	raj	Rajasthani
mup	5	I	mup	Malvi
muq	1	G	hmx	Hmong-Mien
muq	2	M	hmn	Hmong
muq	3	I	muq	Eastern Xiangxi Miao
mur	1	G	ssa	Nilo-Saharan
mur	2	I	mur	Murle
mut	1	G	dra	Dravidian
mut	2	I	mut	Western Muria
muu	1	G	afa	Afro-Asiatic
muu	2	G	cus	Cushitic
muu	3	I	muu	Yaaku
muv	1	G	dra	Dravidian
muv	2	I	muv	Muthuvan
muw	1	G	aav	Austro-Asiatic
muw	2	G	mun	Munda
muw	3	I	muw	Mundari
mux	1	G	paa	Papuan
mux	2	G	ngf	Trans-New Guinea
mux	3	I	mux	Bo-Ung
muy	1	G	afa	Afro-Asiatic
muy	2	I	muy	Muyang
muz	1	G	ssa	Nilo-Saharan
muz	2	I	muz	Mursi
mva	1	G	map	Austronesian
mva	2	G	poz	Malayo-Polynesian
mva	3	G	pqe	Eastern Malayo-Polynesian
mva	4	I	mva	Manam
mvb	1	G	nai	North American Indian
mvb	2	G	xnd	Na-Dene
mvb	3	G	ath	Athapascan
mvb	4	I	mvb	Mattole
mvc	1	G	cai	Central American Indian
mvc	2	G	myn	Mayan
mvc	3	I	mvc	Central Mam
mvd	1	G	map	Austronesian
mvd	2	G	poz	Malayo-Polynesian
mvd	3	G	plf	Central Malayo-Polynesian
mvd	4	I	mvd	Mamboru
mve	1	G	ine	Indo-European
mve	2	G	iir	Indo-Iranian
mve	3	G	inc	Indic
mve	4	M	mwr	Marwari
mve	5	I	mve	Marwari (Pakistan)
mvf	1	G	tut	Altaic
mvf	2	G	xgn	Mongolian
mvf	3	M	mon	Mongolian
mvf	4	I	mvf	Peripheral Mongolian
mvg	1	G	cai	Central American Indian
mvg	2	I	mvg	Yucuañe Mixtec
mvh	1	G	afa	Afro-Asiatic
mvh	2	I	mvh	Mire
mvi	1	G	jpx	Japanese (family)
mvi	2	I	mvi	Miyako
mvj	1	G	cai	Central American Indian
mvj	2	G	myn	Mayan
mvj	3	I	mvj	Todos Santos Cuchumatán Mam
mvk	1	G	paa	Papuan
mvk	2	I	mvk	Mekmek
mvl	1	G	aus	Australian
mvl	2	I	mvl	Mbara (Australia)
mvm	1	G	sit	Sino-Tibetan
mvm	2	G	tbq	Tibeto-Burman
mvm	3	I	mvm	Muya
mvn	1	G	map	Austronesian
mvn	2	G	poz	Malayo-Polynesian
mvn	3	G	pqe	Eastern Malayo-Polynesian
mvn	4	I	mvn	Minaveha
mvo	1	G	map	Austronesian
mvo	2	G	poz	Malayo-Polynesian
mvo	3	G	pqe	Eastern Malayo-Polynesian
mvo	4	I	mvo	Marovo
mvp	1	G	map	Austronesian
mvp	2	I	mvp	Duri
mvq	1	G	paa	Papuan
mvq	2	G	ngf	Trans-New Guinea
mvq	3	I	mvq	Moere
mvr	1	G	map	Austronesian
mvr	2	G	poz	Malayo-Polynesian
mvr	3	G	pqe	Eastern Malayo-Polynesian
mvr	4	I	mvr	Marau
mvs	1	G	paa	Papuan
mvs	2	G	ngf	Trans-New Guinea
mvs	3	I	mvs	Massep
mvt	1	G	map	Austronesian
mvt	2	G	poz	Malayo-Polynesian
mvt	3	G	pqe	Eastern Malayo-Polynesian
mvt	4	I	mvt	Mpotovoro
mvu	1	G	ssa	Nilo-Saharan
mvu	2	I	mvu	Marfa
mvv	1	G	map	Austronesian
mvv	2	I	mvv	Tagal Murut
mvw	1	G	nic	Niger-Kordofanian
mvw	2	G	alv	Atlantic-Congo
mvw	3	G	bnt	Bantu
mvw	4	I	mvw	Machinga
mvx	1	G	map	Austronesian
mvx	2	G	poz	Malayo-Polynesian
mvx	3	G	pqe	Eastern Malayo-Polynesian
mvx	4	I	mvx	Meoswar
mvy	1	G	ine	Indo-European
mvy	2	G	iir	Indo-Iranian
mvy	3	G	inc	Indic
mvy	4	I	mvy	Indus Kohistani
mvz	1	G	afa	Afro-Asiatic
mvz	2	G	sem	Semitic
mvz	3	I	mvz	Mesqan
mwa	1	G	map	Austronesian
mwa	2	G	poz	Malayo-Polynesian
mwa	3	G	pqe	Eastern Malayo-Polynesian
mwa	4	I	mwa	Mwatebu
mwb	1	G	paa	Papuan
mwb	2	I	mwb	Juwal
mwc	1	G	map	Austronesian
mwc	2	G	poz	Malayo-Polynesian
mwc	3	G	pqe	Eastern Malayo-Polynesian
mwc	4	I	mwc	Are
mwd	1	G	aus	Australian
mwd	2	I	mwd	Mudbura
mwe	1	G	nic	Niger-Kordofanian
mwe	2	G	alv	Atlantic-Congo
mwe	3	G	bnt	Bantu
mwe	4	I	mwe	Mwera (Chimwera)
mwf	1	G	aus	Australian
mwf	2	I	mwf	Murrinh-Patha
mwg	1	G	map	Austronesian
mwg	2	G	poz	Malayo-Polynesian
mwg	3	G	pqe	Eastern Malayo-Polynesian
mwg	4	I	mwg	Aiklep
mwh	1	G	map	Austronesian
mwh	2	G	poz	Malayo-Polynesian
mwh	3	G	pqe	Eastern Malayo-Polynesian
mwh	4	I	mwh	Mouk-Aria
mwi	1	G	map	Austronesian
mwi	2	G	poz	Malayo-Polynesian
mwi	3	G	pqe	Eastern Malayo-Polynesian
mwi	4	I	mwi	Labo
mwj	1	G	khi	Khoisan
mwj	2	I	mwj	Maligo
mwk	1	M	man	Mandingo
mwk	2	I	mwk	Kita Maninkakan
mwl	1	G	ine	Indo-European
mwl	2	G	itc	Italic
mwl	3	G	roa	Romance
mwl	4	I	mwl	Mirandese
mwm	1	G	ssa	Nilo-Saharan
mwm	2	I	mwm	Sar
mwn	1	G	nic	Niger-Kordofanian
mwn	2	G	alv	Atlantic-Congo
mwn	3	G	bnt	Bantu
mwn	4	I	mwn	Nyamwanga
mwo	1	G	map	Austronesian
mwo	2	G	poz	Malayo-Polynesian
mwo	3	G	pqe	Eastern Malayo-Polynesian
mwo	4	I	mwo	Central Maewo
mwp	1	G	aus	Australian
mwp	2	I	mwp	Kala Lagaw Ya
mwq	1	G	sit	Sino-Tibetan
mwq	2	G	tbq	Tibeto-Burman
mwq	3	I	mwq	Mün Chin
mws	1	G	nic	Niger-Kordofanian
mws	2	G	alv	Atlantic-Congo
mws	3	G	bnt	Bantu
mws	4	I	mws	Mwimbi-Muthambi
mwt	1	G	map	Austronesian
mwt	2	I	mwt	Moken
mwu	1	G	ssa	Nilo-Saharan
mwu	2	I	mwu	Mittu
mwv	1	G	map	Austronesian
mwv	2	I	mwv	Mentawai
mww	1	G	hmx	Hmong-Mien
mww	2	M	hmn	Hmong
mww	3	I	mww	Hmong Daw
mwx	1	G	ssa	Nilo-Saharan
mwx	2	I	mwx	Mediak
mwy	1	G	ssa	Nilo-Saharan
mwy	2	I	mwy	Mosiro
mwz	1	G	nic	Niger-Kordofanian
mwz	2	G	alv	Atlantic-Congo
mwz	3	G	bnt	Bantu
mwz	4	I	mwz	Moingi
mxa	1	G	cai	Central American Indian
mxa	2	I	mxa	Northwest Oaxaca Mixtec
mxb	1	G	cai	Central American Indian
mxb	2	I	mxb	Tezoatlán Mixtec
mxc	1	G	nic	Niger-Kordofanian
mxc	2	G	alv	Atlantic-Congo
mxc	3	G	bnt	Bantu
mxc	4	I	mxc	Manyika
mxd	1	G	map	Austronesian
mxd	2	I	mxd	Modang
mxe	1	G	map	Austronesian
mxe	2	G	poz	Malayo-Polynesian
mxe	3	G	pqe	Eastern Malayo-Polynesian
mxe	4	I	mxe	Mele-Fila
mxf	1	G	afa	Afro-Asiatic
mxf	2	I	mxf	Malgbe
mxg	1	G	nic	Niger-Kordofanian
mxg	2	G	alv	Atlantic-Congo
mxg	3	G	bnt	Bantu
mxg	4	I	mxg	Mbangala
mxh	1	G	ssa	Nilo-Saharan
mxh	2	I	mxh	Mvuba
mxi	1	G	ine	Indo-European
mxi	2	G	itc	Italic
mxi	3	G	roa	Romance
mxi	4	I	mxi	Mozarabic
mxj	1	G	sit	Sino-Tibetan
mxj	2	G	tbq	Tibeto-Burman
mxj	3	I	mxj	Miju-Mishmi
mxk	1	G	paa	Papuan
mxk	2	I	mxk	Monumbo
mxl	1	G	nic	Niger-Kordofanian
mxl	2	G	alv	Atlantic-Congo
mxl	3	I	mxl	Maxi Gbe
mxm	1	G	map	Austronesian
mxm	2	G	poz	Malayo-Polynesian
mxm	3	G	pqe	Eastern Malayo-Polynesian
mxm	4	I	mxm	Meramera
mxn	1	G	paa	Papuan
mxn	2	I	mxn	Moi (Indonesia)
mxo	1	G	nic	Niger-Kordofanian
mxo	2	G	alv	Atlantic-Congo
mxo	3	G	bnt	Bantu
mxo	4	I	mxo	Mbowe
mxp	1	G	cai	Central American Indian
mxp	2	I	mxp	Tlahuitoltepec Mixe
mxq	1	G	cai	Central American Indian
mxq	2	I	mxq	Juquila Mixe
mxr	1	G	map	Austronesian
mxr	2	I	mxr	Murik (Malaysia)
mxs	1	G	cai	Central American Indian
mxs	2	I	mxs	Huitepec Mixtec
mxt	1	G	cai	Central American Indian
mxt	2	I	mxt	Jamiltepec Mixtec
mxu	1	G	afa	Afro-Asiatic
mxu	2	I	mxu	Mada (Cameroon)
mxv	1	G	cai	Central American Indian
mxv	2	I	mxv	Metlatónoc Mixtec
mxw	1	G	paa	Papuan
mxw	2	G	ngf	Trans-New Guinea
mxw	3	I	mxw	Namo
mxx	1	G	nic	Niger-Kordofanian
mxx	2	G	dmn	Mande
mxx	3	I	mxx	Mahou
mxy	1	G	cai	Central American Indian
mxy	2	I	mxy	Southeastern Nochixtlán Mixtec
mxz	1	G	map	Austronesian
mxz	2	G	poz	Malayo-Polynesian
mxz	3	G	plf	Central Malayo-Polynesian
mxz	4	I	mxz	Central Masela
myb	1	G	ssa	Nilo-Saharan
myb	2	I	myb	Mbay
myc	1	G	nic	Niger-Kordofanian
myc	2	G	alv	Atlantic-Congo
myc	3	G	bnt	Bantu
myc	4	I	myc	Mayeka
myd	1	G	paa	Papuan
myd	2	I	myd	Maramba
mye	1	G	nic	Niger-Kordofanian
